"county","state","bidDate","projectName","projectLink","bidID","estimate","type","owner","location","scope","preBidDate","preBidTime","preBidLocation","bidTime","bidLocation","contactName","contactPhone","contactEmail"
"8/12/2025","State: TX","8/12/2025","HCMUD No. 49 Wastewater Treatment Plant Improvements","https://www.civcastusa.com/project/6864b1a79b9047cd58066f87/summary","12527-00","N/A","N/A","N/A","Harris County, TX","INVITATION TO BIDDERS

Sealed bids, in duplicate, addressed to Board of Directors, Harris County Municipal Utility District No. 49, will be received at the office of BGE, Inc., 10777 Westheimer, Suite 500; Houston, Texas, 77042 (Phone: 281-558-8700), until 12:00 PM Local Time, Tuesday, August 12, 2025, at which time all bids will be opened and publicly read at the office of BGE, Inc. and through Microsoft Teams. The Call-in number is (832) 680-2579 and the Conference ID is 933 067 229# for the furnishing of all material, equipment, labor and supervision necessary or incidental to “Construction of Wastewater Treatment Plant Improvements for Harris County MUD No. 49, Harris County, Texas.”

 

Scope of Project:

 

Construction to include but not limited to conversion of digesters to aeration basins; existing aeration basin modifications; removal and replacement of splitter box; removal and replacement of blower control panel; proposed digester/thickener basin; proposed WAS pump station; proposed sludge pump station; proposed clarifier permiter catwalk; proposed blower; proposed office building; proposed effluent weir; proposed piping modifications; existing lift station rehabilitation; proposed service rack; proposed generator; proposed fencing and motorized gate; and proposed on-site detention.

 

Bids received after the closing time will be returned unopened. 

 

A non-mandatory pre-bid conference will be held on Tuesday, July 22, 2025, at 2:00 PM Local Time, remotely through Microsoft Teams. To join via Microsoft Teams the Call-in number is (832) 680-2579 and the Conference ID is 810 097 584#.

 

Plans, specifications and bid documents are available at www.civcastusa.com, search: 12527-00.

 

 

A cashier’s check or bid bond in the amount of 5% of the total bid amount must accompany each bid. The successful bidder will be required to provide performance, payment and maintenance bonds for the full amount of the contract. The Owner reserves the right to reject any or all bids.","12527-00","N/A","N/A","N/A","N/A","12527-00","N/A","N/A"
"8/12/2025","State: TX","8/12/2025","WCMUD No. 41 Water Distribution, Wastewater, Storm Water,and Paving to serve Bluestem Sec 5","https://www.civcastusa.com/project/687fdb230b1ef723cb1a230d/summary","211-071-05 DST (J) / DEV (L)","N/A","N/A","N/A","Waller County, TX","Project scope shall include the installation of approximately 4,450 LF of 8"" PVC waterline; 3,450 LF of 8"" PVC gravity sanitary sewer; 4,120 LF of 24""-36"" PP and RCB storm sewer; and 13,115 SY of 6"" reinforced concrete pavement","211-071-05 DST (J) / DEV (L)","N/A","N/A","N/A","N/A","211-071-05 DST (J) / DEV (L)","N/A","N/A"
"8/07/2025","State: TX","8/07/2025","Wastewater Treatment Plant Rehabilitation for Montgomery Co. WCID No. 1","https://www.civcastusa.com/project/6878ebe2a9dce76c82f2645e/summary","2325770.01","N/A","N/A","N/A","Montgomery County, TX","Replacement of 6-inch, 8-inch, and 10-inch plant process piping and fittings for Digesters No. 1 and 2. Replacement of the scum and RAS airlift pump eductors of Pre-mix Basin. Replacement of internal components of Thickener. Near-white metal blast cleaning and recoating of internal components in Clarifiers No. 1 and 2, and Thickener. Power tool cleaning and spot recoating of valve stems, handwheels, and stands in Chlorine Contact Basin. Replacement of basket screens for non‑potable pump suction lines. Cleaning and legal disposal of bottom solids for treatment basins. Alternate bid items include replacement of all 4-inch butterfly valves for air supply piping of Aeration Basins No. 1 and 2; resurfacing and application of 100% solids epoxy coating on interior concrete walls, replacement of angle supports, and power tool cleaning and spot recoating valve stems, handwheels, and stands of Digesters No. 1 and 2; abrasive blast, recoating internal components, and cleaning and legal disposal of bottom solids for Clarifiers No. 1 and 2; and power tool cleaning and spot recoat areas of corrosion at non-potable water piping and fittings.","2325770.01","N/A","N/A","N/A","N/A","2325770.01","N/A","N/A"
"8/07/2025","State: TX","8/07/2025","Wastewater Treatment Plant Reconfiguration – Phase I","https://www.civcastusa.com/project/68757105a829f3851e4fe7c0/summary","210131","N/A","N/A","N/A","Harris County, TX","Improvements to an existing 0.95 MGD wastewater treatment plant including replacement of existing clarifier equipment, a new MCC and CMU building, proposed sludge pumps, an emergency power generator, replacement of existing blowers, a proposed detention pond, and miscellaneous sitework.","210131","N/A","N/A","N/A","N/A","210131","N/A","N/A"
"8/07/2025","State: TX","8/07/2025","Wastewater Treatment Plan and Lift Station No. 1 Generator Addition","https://www.civcastusa.com/project/687a7ec8762dfb8c1202c9eb/summary","05636-0057-01","N/A","N/A","N/A","Harris County, TX","The contstruction of Wastewater Treatment Plant No.1 and Lift Station No. 1 generator additions.","05636-0057-01","N/A","N/A","N/A","N/A","05636-0057-01","N/A","N/A"
"8/06/2025","State: TX","8/06/2025","Wastewater Treatment Plant Activated Sludge Disposal","https://www.civcastusa.com/project/687aa82e2ace4dba5c06e5bb/summary","Bid No. 25-012","N/A","N/A","N/A","Harris County, TX","With Bid No. 25-012, the City of Bellaire seeks pricing for services for pickup, hauling, acceptance, treatment, processing, handling, storage, and disposal of Wastewater Treatment Plant sludge from the City.","Bid No. 25-012","N/A","N/A","N/A","N/A","Bid No. 25-012","N/A","N/A"
"8/05/2025","State: TX","8/05/2025","HC MUD 165 Wastewater Treatment Plant No. 2 Phase II","https://www.civcastusa.com/project/685439ead1c1a2289ed570db/summary","10486 Wastewater Treatment Plant No. 2 Phase II","N/A","N/A","N/A","Harris County, TX","N/A","10486 Wastewater Treatment Plant No. 2 Phase II","N/A","N/A","N/A","N/A","10486 Wastewater Treatment Plant No. 2 Phase II","N/A","N/A"
"8/05/2025","State: TX","8/05/2025","RFQ for Engineering Services - Wastewater Treatment Plant Expansion for the City of Katy","https://www.civcastusa.com/project/68640b24fab25e6b52dabeb3/summary","RFQ 2025-01 Engineering Services","N/A","N/A","N/A","Fort Bend County, TX","Sealed responses to this Request for Statement of Qualifications for the above referenced professional engineering services will be received by the City Secretary of the City of Katy, Texas at City Hall, 901 Avenue C, Katy, Texas 77493 until 2:00 pm Central Time, August 5, 2025, at which time the responses will be opened and the name of the respondents publicly read.  Responses received after the specified time will be returned unopened.  A complete set of the RFQ documents are on file for viewing and downloading at www.civcastusa.com. There is no cost to view or download the RFQ documents.  This request for qualifications does not commit the City of Katy to award any contract or pay any costs associated with or incurred in the preparation of a submission to this request, or to procure or contract for services or supplies.   

Important Submittal Instructions: Statements of Qualifications must be received no later than 2:00 PM, August 5, 2025.  Five (5) printed copies must be submitted, with one USB Drive of the submitted items in .pdf format,  in a sealed package, to the City Secretary, 901 Avenue C, Katy, Texas 77493.  Submittal package must be sealed and marked with the following:  “RFQ# 2025-01 Engineering Services for Expansion of Wastewater Treatment Plant”.  Submittals received by the City Secretary after this time will not be accepted.  The City of Katy is not responsible for submittals that are not properly marked or are delivered to the incorrect address.

 

Point of Contact:        David Kasper, City Engineer (email: engineering@cityofkaty.com )","RFQ 2025-01 Engineering Services","N/A","N/A","N/A","N/A","RFQ 2025-01 Engineering Services","N/A","N/A"
"8/01/2025","State: TX","8/01/2025","Trinity River Authority of Texas – Denton Creek Regional Wastewater System – Treatment Plant Expansion to 24.4 MGD – Drum Screen Preselection","https://www.civcastusa.com/project/68644987948c999b8ab34af0/summary","3828.2200A","N/A","N/A","N/A","Denton County, TX","The Project scope includes, but is not limited to, the following major work items:

Design, fabrication, assembly, shipment, installation support, testing, training, startup and warranty of a Drum Screening system, to be used as fine screening, post coarse screening, to protect the integrity of the downstream membrane bioreactor (MBR) system at the Denton Creek Regional Wastewater System.
The equipment, material, ancillary systems, instrumentation, analyzers and services specified shall be designed, integrated and provided as a cohesive and fully functional system by a single Original Equipment Manufacturer (OEM).
Provide design support services to Engineer during the design development phase of the TRA DCRWS Treatment Plant Expansion to 24.4 MGD project for the Owner to bid the project.
All requirements of this Preselection Package to be performed by the System Supplier will be included as part of an overall construction project to be competitively bid by general contractors in (2026). The Authority acknowledges that the pricing data provided by Proposers are estimates, and that final pricing will be determined in the bid award to a general contractor.","3828.2200A","N/A","N/A","N/A","N/A","3828.2200A","N/A","N/A"
"8/01/2025","State: TX","8/01/2025","Fort Bend County MUD No. 231 Wastewater Treatment Phase 1","https://www.civcastusa.com/project/6871486cc3f00809be547998/summary","24-045-200","N/A","N/A","N/A","Fort Bend County, TX","Construction of a 120,000 gallon per day concrete wastewater treatment plant; construction of a complete electrical system; site work including grading, drainage, and driveways; construction of a 6-foot diameter lift station with duplex pumps and local electrical panel, installation of an emergency standby generator with automatic transfer switch, complete in place.","24-045-200","N/A","N/A","N/A","N/A","24-045-200","N/A","N/A"
"7/31/2025","State: TX","7/31/2025","MCMUD No. 100 Water, Wastewater, Storm and Paving to serve Chambers Creek Section 6B","https://www.civcastusa.com/project/68642fd1f41707c8e82dd700/summary","141-044-06-02 DST (J) / ROAD (L)","N/A","N/A","N/A","Montgomery County, TX","Project scope shall include the installation of 1,147 LF of 8” PVC waterline, 821 LF of 8” gravity sanitary sewer, 472 LF of 24”-36” storm sewer, and 3,186 SY of 6” reinforced concrete paving.","141-044-06-02 DST (J) / ROAD (L)","N/A","N/A","N/A","N/A","141-044-06-02 DST (J) / ROAD (L)","N/A","N/A"
"7/31/2025","State: TX","7/31/2025","South (Old Train) Wastewater Treatment Plant Improvements and Lift Station 57 and 59 Replacement","https://www.civcastusa.com/project/686554dcb6d2271c45426dd8/summary","101214","N/A","N/A","N/A","Henderson County, TX","(Project 1) a rehabilitation of an existing package wastewater treatment plant including removal and replacement of existing equipment, blasting and coating of the existing plant structure, and other miscellaneous improvements, and (Project 2) replacement of two lift stations including wet well, pumps, piping, force main, connection to existing sewer system, electrical controls & transfer switch, demolition of existing lift stations, temporary maintenance of sewage flows, and all necessary appurtenances.","101214","N/A","N/A","N/A","N/A","101214","N/A","N/A"
"7/31/2025","State: TX","7/31/2025","HPW - Wastewater Collection System Rehabilitation and Renewal","https://www.civcastusa.com/project/686680de9ccfc8738e117a4c/summary","R-000266-0402-4 (File No. 4235-129)","N/A","N/A","N/A","Harris County, TX","Work of the contract includes 157 point repairs on sanitary sewers ranging in size from 6 to 48-inches in diameter; 1,570 feet of additional sewer replacement beyond these point repairs; 110 Service Lateral Repair or Replacement up to 8‘ from center line of Main; 2,000 feet of Service Lateral Repair or Replacement beyond 8‘ from center line of Main; Sliplining or Pipe Bursting approximately 6,750 feet of sanitary sewer ranging from 6 to 18-inches in diameter; Static Pipe Bursting approximately 2,250 feet of sanitary sewer ranging from 6 to 12-inches in diameter; Slurry Boring approximately 1,500 feet of sanitary sewer ranging from 8 to 12-inches in diameter; cleaning and televising of 156,000 feet of sanitary sewer ranging in size from 6 to 48-inches in diameter; reconnecting 185 services; construction of approximately 30 new manholes; 350 vertical feet of manhole rehabilitation; 1,250 square yards of removal and replacement of up to 2"" hot-mix asphaltic concrete and 600 square yards of removal and replacement of concrete pavement; and ancillary work to remove and restore surface features disturbed as a result of the work.","R-000266-0402-4 (File No. 4235-129)","N/A","N/A","N/A","N/A","R-000266-0402-4 (File No. 4235-129)","N/A","N/A"
"7/30/2025","State: TX","7/30/2025","HCMUD No. 525 Water, Wastewater, Storm and Paving to serve Sundance Cove, Section Thirteen","https://www.civcastusa.com/project/68701c9fcd859da06019e29b/summary","201-095-13 DST (J)/ROAD(L)","N/A","N/A","N/A","Harris County, TX","Project scope shall include the installation of approximately 2,270 LF of 8” PVC water line; 2,030 LF of 8” PVC gravity sanitary sewer; 1,550 LF of 24”-42” RCP storm sewer; 6,850 SY of 6” reinforced concrete pavement.","201-095-13 DST (J)/ROAD(L)","N/A","N/A","N/A","N/A","201-095-13 DST (J)/ROAD(L)","N/A","N/A"
"7/30/2025","State: TX","7/30/2025","FBCMUD No. 242, Wastewater Treatment Plant to serve August Trails","https://www.civcastusa.com/project/685ec7d539a867973f4d4e69/summary","191-011-22 DST (K)","N/A","N/A","N/A","Fort Bend County, TX","Project scope shall include the construction of proposed 0.300 MGD Steel Package wastewater treatment plant; on-site lift station and all associated site and electrical work.","191-011-22 DST (K)","N/A","N/A","N/A","N/A","191-011-22 DST (K)","N/A","N/A"
"7/30/2025","State: TX","7/30/2025","HCMUD No. 171 Wastewater Treatment Plant Phase 5","https://www.civcastusa.com/project/683f1f779b904796ff8c617b/summary","13169-00","N/A","N/A","N/A","Harris County, TX","INVITATION TO BIDDERS

Sealed bids, in duplicate, addressed to Board of Directors, Harris County Municipal Utility District No. 171, will be received at the office of BGE, Inc., 10777 Westheimer, Suite 500; Houston, Texas, 77042 (Phone: 281-558-8700) OR electronically through www.civcastusa.com, until 2:30 PM Local Time, Wednesday, July 30, 2025, at which time all bids will be opened and publicly read at the office of BGE, Inc. and through Microsoft Teams. The Call-in number is (832) 680-2579 and the Conference ID is 743 896 737# for the furnishing of all material, equipment, labor and supervision necessary or incidental to “Construction of Wastewater Treatment Plant Phase 5 for Harris County MUD No. 171, Harris County, Texas.”

 

Scope of Project:

 

Contractor to furnish all materials, labor and equipment for the construction of the wastewater treatment facility expansion from the existing 2.0 MGD to 3.0 MGD. Construction of the expansion include but not limited to providing labor, materials, equipment, and required incidentals to furnish, excavate, install and backfill one (1) reinforced concrete Aeration Basins, one (1) reinforced concrete Clarifier Basin, and two (2) reinforced concrete Digester Basins, (1) chlorine contact basin, including aeration equipments, piping, valves, grating, handrails, and necessary appurtenances; Installation of one Rotating Drum Screen in existing platform as early work item, new headworks platform with two (2) additional Rotating Drum Screens, one (1) Return Activated Sludge pump, one (1) Aeration Basin Multistage Centrifugal blower, and one (1) Digester Basin blower, including piping, valves, electrical instrumentations, and necessary appurtenances; Modifications and additions to the to the headworks; sitework to include yard piping, and restoration; in accordance with the plans and specifications. Complete in Place.

 

Bids received after closing time will be returned unopened. 

 

A non-mandatory pre-bid conference will be held on Tuesday, June 10, 2025, at 10:00 AM Local Time, remotely through Microsoft Teams. To join via Microsoft Teams the Call-in number is (832) 680-2579 and the Conference ID is 151 556 045#.

 

Plans, specifications and bid documents are available at www.civcastusa.com, search: 13169-00.

 

A Bidder submitting Electronic Bids must submit its Bid and bid securities in compliance with Owner’s Order Adopting Section 49.2731 Electronic Bidding Rules and all Bids and bid securities must be submitted through www.civcastusa.com. By submitting a Bid, Bidder acknowledges and agrees that the Contract Documents may be accepted, executed or agreed to through the use of an Electronic Signature in accordance with Owner’s Electronic Signature Rules for Construction Contracts.

 

A cashier’s check or bid bond in the amount of 2% of the total bid amount must accompany each bid. The successful bidder will be required to provide performance, payment and maintenance bonds for the full amount of the contract. The Owner reserves the right to reject any or all bids.","13169-00","N/A","N/A","N/A","N/A","13169-00","N/A","N/A"
"7/29/2025","State: TX","7/29/2025","City of Harker Heights Wastewater Treatment Plant New Bar Screen Equipment","https://www.civcastusa.com/project/68628880cab385235b479481/summary","23037.1.300","N/A","N/A","N/A","Bell County, TX","1)       Clean and power wash headworks structure

2)       Renovate electrical switches and lighting and remove existing bar screens

3)       Furnish and install two (2) new bar screens","23037.1.300","N/A","N/A","N/A","N/A","23037.1.300","N/A","N/A"
"7/25/2025","State: TX","7/25/2025","Bid #25-14 Wastewater Treatment Plant Rehabilitation Project A-1","https://www.civcastusa.com/project/6854547b2536b485ffa3b94b/summary","Bid #25-14","N/A","N/A","N/A","Johnson County, TX","The City of Cleburne has elected to proceed with Rehabilitation Package A-1, which includes rehabilitation of the existing Aeration Basin and Final Clarifier No. 2. The work includes maintenance to the WWTP existing Aeration Basin and Clarifier No. 2. There are no changes to the capacity and/or process.


A summary of the work included in this project is included below:
     1. Aeration Basin and Final Clarifier No. 2 maintenance which is comprised of replacement of the following components:
          a. Clarifier drive and mechanism
          b. Spray system
          c. Clarifier baffle
          d. Clarifier bridge
          e. Aeration Basin diffusers
           f. Aeration grid piping replacement
          g. Aeration drop leg piping replacement
          h. RAS isolation valve replacement
           i. Basin mud valve replacement
           j. Structural concrete patching of basin
     2. Site improvements to support items above including:
          a. the replacement of existing yard piping.
          b. Site electrical improvements to support items above including improvements to the control panel and

              associated conduits, conductors and duct banks","Bid #25-14","N/A","N/A","N/A","N/A","Bid #25-14","N/A","N/A"
"7/24/2025","State: TX","7/24/2025","RFB 6390 Allison Wastewater Treatment Plant Office Facility and Whitecap Wastewater Treatment Plant Office Facility","https://www.civcastusa.com/project/684c724aa619a9f6c869ab63/summary","RFB 6390, Project No. 22155/22156","N/A","N/A","N/A","Nueces County, TX","The solicitation consists of a single base bid for both project locations.

ALLISON WASTEWATER TREATMENT PLANT OFFICE FACILITY:
The facility will be a one-story structure with a pitched roof. The total footprint is approximately 5,953 gross square feet, which includes covered porch area. The enclosed conditioned space is approximately 5,223 gross square feet. The building will be designed as Risk Category IV – Essential Facility.  The Project Site is located at 4101 Allison Rd., Corpus Christi, TX 78410.

WHITECAP WASTEWATER TREATMENT PLANT OFFICE FACILITY:
The facility will be a one-story structure with a pitched roof. The total footprint is approximately 5,953 gross square feet, which includes covered porch area. The enclosed conditioned space is approximately 5,223 gross square feet. The building will be designed as Risk Category IV – Essential Facility. The Project Site is located at 13409 Whitecap Blvd., Corpus Christi, TX 78418.

Refer to contract documents, plans and specifications for additional information.","RFB 6390, Project No. 22155/22156","N/A","N/A","N/A","N/A","RFB 6390, Project No. 22155/22156","N/A","N/A"
"7/24/2025","State: TX","7/24/2025","Granbury East Wastewater Treatment Plant Water Line Extension","https://www.civcastusa.com/project/68554fff13981439c88b01b0/summary","7132-02","N/A","N/A","N/A","Hood County, TX","Water Line Extension for the East Wastewater Treatment Plant","7132-02","N/A","N/A","N/A","N/A","7132-02","N/A","N/A"
"7/23/2025","State: TX","7/23/2025","City of Austwell Wastewater Treatment Package Plant","https://www.civcastusa.com/project/67e6af878a0c7b223ec784eb/summary","NRA Solicitation Number 25-010","N/A","N/A","N/A","Refugio County, TX","The NUECES RIVER AUTHORITY will receive sealed Bids on behalf of the City of Austwell, Texas for a Package Wastewater Treatment Plant.  Bids must be delivered to, and be on file with, John J. Byrum II, Executive Director, Nueces River Authority, 539 S. Hwy 83, Uvalde, Texas 78801, on or before 3:00 PM, July 23, 2025, when all bids will be publicly opened and read aloud.

The project generally consists of furnishing a wastewater treatment plant delivered to Austwell, Texas in accordance with the specifications detailed in the request for bids.  Special consideration will be given for those bids which include financing options.       

Contract Documents including bidding and contract forms, technical specifications, and construction drawings are available electronically via the internet at no charge at http://www.civcastusa.com.  Potential bidders obtaining electronic copies of the Contract Documents via the internet must register with http://www.civcastusa.com to ensure receipt of any addenda or other communication that may be issued.   

The Nueces River Authority reserves the right to reject any and all Bids received and to waive any and all formalities in regard thereto. Bids will remain subject to acceptance for 90 calendar days following the Bid opening as specified in Section 105 of this document.","NRA Solicitation Number 25-010","N/A","N/A","N/A","N/A","NRA Solicitation Number 25-010","N/A","N/A"
